edad,delito_previo,num_delitos_previos,meses_en_prision,empleo,apoyo_familiar,consumo_sustancias,nivel_educativo,supervision_post,reincidencia
64,Narcomenudeo,5,16,Si,No,Si,Universidad,Alta,Si
39,Narcomenudeo,3,59,Si,Si,Si,Secundaria,Media,Si
31,Robo,2,31,No,Si,No,Preparatoria,Alta,No
43,Robo,3,36,Si,No,No,Secundaria,Media,No
45,Narcomenudeo,2,20,Si,Si,No,Secundaria,Baja,No
40,Narcomenudeo,2,56,No,No,Si,Secundaria,Media,Si
31,Fraude,1,9,No,No,No,Secundaria,Baja,Si
41,Robo,1,31,Si,Si,Si,Secundaria,Media,No
19,Narcomenudeo,1,57,No,Si,No,Secundaria,Baja,Si
62,Narcomenudeo,4,33,No,Si,No,Secundaria,Media,Si
43,Narcomenudeo,3,27,Si,No,Si,Universidad,Alta,No
31,Violencia_familiar,1,40,Si,Si,No,Secundaria,Alta,No
24,Narcomenudeo,1,16,No,No,No,Secundaria,Baja,Si
20,Fraude,3,10,No,Si,No,Preparatoria,Media,Si
64,Robo,1,29,No,Si,Si,Preparatoria,Media,No
40,Robo,1,56,No,Si,No,Universidad,Alta,No
63,Violencia_familiar,1,4,No,Si,No,Secundaria,Media,No
60,Narcomenudeo,1,19,Si,Si,No,Primaria,Media,No
64,Robo,0,39,No,No,No,Secundaria,Alta,No
62,Robo,3,16,Si,Si,Si,Secundaria,Media,No
35,Robo,1,27,No,Si,Si,Preparatoria,Alta,No
55,Violencia_familiar,0,58,No,Si,No,Secundaria,Alta,No
52,Robo,2,32,Si,No,Si,Universidad,Alta,No
32,Robo,1,31,No,No,No,Secundaria,Baja,Si
42,Robo,2,22,Si,Si,No,Universidad,Media,No
54,Robo,1,23,Si,No,No,Primaria,Alta,No
45,Robo,2,55,No,Si,Si,Preparatoria,Media,Si
27,Narcomenudeo,0,24,Si,No,Si,Universidad,Media,Si
56,Robo,2,37,No,Si,No,Universidad,Baja,No
34,Violencia_familiar,1,39,Si,Si,Si,Primaria,Baja,No
56,Robo,2,18,No,No,No,Primaria,Media,No
39,Narcomenudeo,3,52,No,Si,No,Preparatoria,Media,Si
43,Violencia_familiar,1,51,No,No,No,Primaria,Media,Si
61,Narcomenudeo,2,45,No,Si,No,Primaria,Media,No
42,Narcomenudeo,1,19,No,No,Si,Primaria,Media,Si
34,Robo,3,18,Si,No,Si,Secundaria,Media,Si
30,Robo,1,57,Si,Si,No,Secundaria,Media,No
37,Narcomenudeo,1,4,Si,No,No,Primaria,Media,No
42,Fraude,1,6,Si,No,No,Primaria,Media,No
21,Narcomenudeo,1,23,No,No,No,Secundaria,Baja,Si
27,Narcomenudeo,0,41,Si,Si,No,Secundaria,Media,No
20,Violencia_familiar,1,36,No,No,Si,Primaria,Media,Si
58,Narcomenudeo,1,32,No,Si,Si,Secundaria,Media,Si
62,Robo,1,8,Si,Si,No,Universidad,Baja,No
35,Narcomenudeo,1,19,No,No,Si,Universidad,Media,Si
64,Fraude,3,41,Si,No,No,Universidad,Baja,No
53,Robo,0,27,No,Si,No,Preparatoria,Alta,No
64,Narcomenudeo,1,7,Si,Si,No,Secundaria,Baja,No
39,Robo,2,7,No,Si,No,Preparatoria,Alta,No
51,Narcomenudeo,0,22,No,Si,Si,Secundaria,Media,Si
64,Robo,2,18,Si,Si,Si,Secundaria,Media,No
25,Narcomenudeo,1,53,Si,No,No,Secundaria,Baja,No
57,Violencia_familiar,3,43,No,Si,No,Secundaria,Baja,Si
61,Robo,1,39,Si,No,No,Secundaria,Baja,No
36,Narcomenudeo,4,42,No,No,No,Primaria,Baja,Si
59,Violencia_familiar,0,11,No,Si,Si,Preparatoria,Media,No
58,Fraude,2,7,Si,Si,No,Primaria,Baja,No
54,Robo,1,44,No,Si,No,Secundaria,Media,No
23,Robo,1,59,No,Si,Si,Primaria,Baja,Si
43,Robo,6,4,No,No,No,Secundaria,Alta,Si
51,Fraude,2,11,No,Si,No,Primaria,Media,No
62,Fraude,1,45,Si,No,No,Universidad,Baja,No
23,Narcomenudeo,2,38,Si,Si,Si,Secundaria,Media,No
54,Violencia_familiar,5,24,No,Si,No,Secundaria,Baja,Si
50,Narcomenudeo,1,24,No,Si,Si,Secundaria,Baja,Si
39,Narcomenudeo,3,24,Si,Si,Si,Secundaria,Media,Si
38,Robo,1,36,No,Si,No,Preparatoria,Media,No
23,Violencia_familiar,1,57,No,Si,No,Secundaria,Alta,No
23,Robo,0,31,Si,No,No,Preparatoria,Media,No
21,Violencia_familiar,3,40,No,No,Si,Universidad,Alta,Si
47,Violencia_familiar,3,48,Si,Si,Si,Preparatoria,Alta,No
28,Violencia_familiar,2,35,No,Si,No,Preparatoria,Alta,No
47,Robo,1,20,Si,Si,Si,Primaria,Media,No
48,Robo,1,9,No,Si,Si,Secundaria,Baja,Si
41,Robo,2,3,Si,Si,Si,Secundaria,Baja,No
26,Robo,0,35,No,Si,No,Preparatoria,Media,No
20,Robo,0,3,No,Si,Si,Preparatoria,Media,No
48,Fraude,2,26,Si,Si,No,Preparatoria,Baja,No
57,Narcomenudeo,2,6,No,Si,Si,Preparatoria,Media,Si
54,Robo,2,6,No,Si,Si,Primaria,Baja,Si
53,Robo,0,20,Si,No,No,Primaria,Media,No
41,Narcomenudeo,0,29,No,Si,Si,Secundaria,Baja,Si
48,Narcomenudeo,1,45,Si,Si,No,Universidad,Media,No
23,Narcomenudeo,2,34,No,No,Si,Preparatoria,Media,Si
19,Fraude,0,35,No,No,No,Preparatoria,Baja,No
37,Narcomenudeo,1,30,No,No,Si,Preparatoria,Media,Si
45,Fraude,1,44,Si,No,Si,Preparatoria,Media,Si
28,Violencia_familiar,3,43,Si,Si,No,Universidad,Baja,No
21,Robo,0,57,No,No,No,Preparatoria,Baja,Si
32,Fraude,0,38,No,No,Si,Secundaria,Baja,Si
23,Robo,1,8,No,Si,No,Preparatoria,Media,No
47,Violencia_familiar,2,18,No,Si,No,Primaria,Media,No
55,Robo,1,36,Si,No,No,Preparatoria,Baja,No
19,Violencia_familiar,4,25,Si,Si,No,Secundaria,Media,No
32,Violencia_familiar,2,52,Si,Si,Si,Primaria,Baja,No
28,Violencia_familiar,0,44,Si,Si,No,Preparatoria,Alta,No
25,Violencia_familiar,1,26,Si,Si,No,Secundaria,Baja,No
43,Robo,3,58,Si,Si,Si,Universidad,Alta,No
62,Robo,2,51,Si,No,No,Secundaria,Media,No
61,Narcomenudeo,1,15,Si,No,No,Secundaria,Media,No
22,Robo,0,58,Si,Si,No,Secundaria,Media,No
23,Narcomenudeo,0,20,Si,No,No,Primaria,Media,No
43,Robo,3,56,Si,Si,No,Secundaria,Media,No
21,Fraude,3,15,Si,Si,Si,Secundaria,Media,No
36,Narcomenudeo,0,51,No,No,No,Primaria,Media,No
37,Violencia_familiar,2,39,Si,No,Si,Secundaria,Media,Si
50,Robo,0,45,Si,No,No,Primaria,Media,No
37,Violencia_familiar,4,41,Si,No,No,Preparatoria,Alta,No
29,Fraude,0,44,Si,No,No,Primaria,Media,No
64,Narcomenudeo,1,19,Si,No,No,Secundaria,Baja,No
18,Narcomenudeo,2,17,No,Si,Si,Preparatoria,Media,Si
43,Violencia_familiar,0,20,No,No,Si,Secundaria,Media,Si
31,Robo,1,25,Si,No,No,Universidad,Alta,No
55,Narcomenudeo,0,56,Si,No,Si,Preparatoria,Alta,No
54,Robo,3,53,No,Si,No,Preparatoria,Media,No
28,Robo,3,32,Si,Si,No,Primaria,Baja,No
53,Robo,1,36,Si,No,No,Preparatoria,Media,No
30,Robo,2,6,No,Si,No,Preparatoria,Media,No
60,Robo,0,5,No,No,No,Secundaria,Alta,No
20,Robo,1,9,Si,Si,No,Primaria,Baja,No
50,Fraude,3,58,No,Si,No,Secundaria,Baja,No
23,Narcomenudeo,3,20,Si,No,No,Preparatoria,Baja,Si
27,Fraude,0,44,Si,Si,No,Secundaria,Media,No
22,Narcomenudeo,0,9,No,Si,Si,Preparatoria,Alta,No
40,Robo,1,42,Si,No,Si,Primaria,Baja,Si
27,Narcomenudeo,2,8,Si,No,No,Preparatoria,Media,No
61,Narcomenudeo,0,24,No,Si,No,Secundaria,Media,No
19,Robo,1,3,No,No,No,Primaria,Media,Si
